EM BUSCA DA ESTABILIZAÇÃO NUMA REDE SOCIOTÉCNICA: A INTERVENÇÃO DE ROBÔS CONVERSACIONAIS (BOTS) EM DECISÕES COMERCIAIS,"TRATA-SE DE UMA INVESTIGAÇÃO EM UM AMBIENTE COMERCIAL ORIENTADO POR DADOS E CONSTITUÍDO POR UMA EMPRESA SAAS E UMA INCORPORADORA DE IMÓVEIS. NESSE AMBIENTE COMPOSTO POR ATORES HUMANOS E NÃO HUMANOS CONFIGUROU-SE UMA COMPLEXA REDE COM INTERESSES HETEROGÊNEOS. NESSE CONTEXTO, A PESQUISA TEVE COMO OBJETIVO INVESTIGAR COMO SE DÁ O PROCESSO DE ESTABILIZAÇÃO PROVISÓRIA DE UMA REDE SOCIOTÉCNICA COMERCIAL INFLUENCIADA POR BOTS CONVERSACIONAIS. O ARCABOUÇO CONCEITUAL FOI FUNDAMENTADO NOS ESTUDOS DE USUÁRIOS E COMPORTAMENTO INFORMACIONAL, TOMADA DE DECISÃO E TEORIA ATOR-REDE. ESTA ÚLTIMA FOI UTILIZADA COMO APORTE TEÓRICO-METODOLÓGICO. NO CAMPO EMPÍRICO, ADOTOU-SE ENTREVISTAS SEMIESTRUTURADAS, ANÁLISE DOCUMENTAL E OBSERVAÇÃO SISTEMÁTICA. OS RESULTADOS APONTAM PARA UM HIBRIDISMO EM QUE A INFLUÊNCIA DE HUMANOS E NÃO HUMANOS INTERFERE NA REDE ONDE ESTÃO INSERIDOS, DE FORMA A MOLDAR O COMPORTAMENTO INFORMACIONAL DE USUÁRIOS DA INFORMAÇÃO NO PROCESSO DECISÓRIO. IDENTIFICOUSE UM COMPORTAMENTO SÍNCRONO E MIMÉTICO DO CLIENTE USUÁRIO DE PLATAFORMAS CONVERSACIONAIS MEDIADAS POR BOTS, QUE FOI CHAMADO DE SINCROMIMETISMO. ADEMAIS, A INSTABILIDADE NA REDE MOSTROU-SE MAIS DISTANTE DE SER ALCANÇADA DO QUE INTENCIONAVAM OS ATORES NELA ENVOLVIDOS, ISSO EM RAZÃO DE CONSTANTES APRIMORAMENTOS QUE PROMOVEM NOVAS CONTROVÉRSIAS. POR FIM, A PESQUISA TAMBÉM REVELOU QUE O ASPECTO INTUITIVO, POR MUITO TEMPO ÚNICO FATOR NORTEADOR DO PROCESSO DECISÓRIO DO AGENTE COMERCIAL, TEM A SUA APLICABILIDADE REDUZIDA FRENTE AS ORIENTAÇÕES BASEADAS EM DADOS DOS SISTEMAS DE SUPORTE A DECISÃO."
"Informação, História e Memória: A Constituição Social da Informação em Relatórios Orais","Este estudo tem como objetivo identificar, caracterizar e analisar os processos de construção social da informação e do conhecimento em relatos orais, sob o olhar da Metodologia de História Oral e da Ciência da Informação, tendo em vista a potencializar as informações contidas nos acervos dos Programas de História Oral  representados no estudo  por dois objetos de pesquisa: o Centro de Documentação e Pesquisa – CPDOC da Fundação Getúlio Vargas – Rio de Janeiro e o Programa de História Oral – Centro de Estudos Mineiros/FAFICH/UFMG. São também objetivos específicos: identificar a perspectiva de informação e conhecimento que orientam a formação dos acervos dos Programas analisados e compreender a função da oralidade no processo de constituição social da informação e do conhecimento. Para cumprir tais proposições, além de ampla pesquisa bibliográfica, foram realizadas entrevistas com os pesquisadores, fundadores do Programa de História Oral – Centro de Estudos Mineiros/FAFICH/ UFMG e do CPDOC/FGV/RJ. A coleta de dados deu-se através de entrevistas temáticas, semi-estruturadas, realizadas de  acordo com a metodologia qualitativa de história oral. Assim, sob o âmbito da Ciência da Informação concluiu-se que o potencial informacional e do conhecimento constituído nos acervos dos Programas de História Oral são de extrema relevância na compreensão da realidade contemporânea, desde que a disseminação e restituição destas informações e conhecimento possam alcançar não apenas o universo acadêmico, mas a sociedade como um todo, estimulando assim, a reflexão sobre os fenômenos sociais, econômicos, políticos e culturais. Sobre a função da oralidade na constituição social da informação e do conhecimento pode-se concluir que ela é alicerce de todo o processo informacional. Sua universalidade e caráter democrático permitem e propiciam a inclusão do homem como ser constitutivo de sua história e trajetória. Portanto, esforços precisam ser empreendidos em direção ao seu reconhecimento como ferramenta fundamental ao conhecimento do homem  em seu universo social."
Construção e constituição de uma ciência: análise bibliométrica e arqueológica do periódico Ciência da Informação - Brasil,"O trabalho que ora se apresenta objetivou investigar e identificar historicamente a institucionalização da Ciência da Informação (CI) no Brasil, a partir da análise arqueológica dos elementos encontrados no periódico Ciência da Informação (Ci. Inf.). Especificamente se propôs a: analisar os artigos e citações constantes nas publicações do periódico; interpretar os resultados obtidos na análise do material à luz dos autores apresentados na fundamentação teórica e em particular o de Michel Foucault e sua obra Arqueologia do Saber. A análise partiu do pressuposto de que a CI é formada por um conjunto de práticas discursivas, jogos enunciativos e regras institucionais que não se restringem unicamente aos discursos científicos e não balizam suas ações apenas pelas regras de cientificidade. A pesquisa quantitativa que norteou a interpretação desse cenário foram os estudos bibliométricos envolvendo artigos e citações do referido periódico, cuja publicação é de responsabilidade editorial do Instituto Brasileiro de Informação em Ciência e Tecnologia (IBICT). O material de análise foi composto por trinta e seis (36) volumes e oitenta e seis (86) fascículos e no total foram trabalhados 704 artigos, com 772 autores, 13.423 referências (10.682 desconsiderando as repetições) e 8.804 autores referenciados (desconsiderando as repetições). O recorte temporal compreende o período que vai da década de 1950, quando da fundação do IBBD, em 1954 (desde 1976, denominado IBICT), até o ano de 2007, ou seja, 45 anos de contexto histórico analisado e trinta e cinco anos de publicação. Os dados foram analisados, em nível arqueológico, a partir do princípio foucaultiano da exterioridade, sendo que as categorias “poder, saber e verdade” orientaram as reflexões históricas e contextuais. Assim, buscou-se evidenciar a formação de objetos de pesquisa, os lugares de enunciação; as superfícies de emergência discursivas e as instâncias das quais o conhecimento da área emerge. O problema considerado decorreu da necessidade de estudos históricos na CI referente à sua institucionalização e legitimação, como campo discursivo, no país. Não se ateve a uma história celebrativa, mas a que retrata a trajetória de sujeitos, instituições, jogos de poder, sua inserção na sociedade e suas inter-relações. O periódico foi escolhido, como fonte de análise por ser uma revista de publicações científicas e por se tratar da primeira superfície de emergência discursiva na área de CI no Brasil. Como resultado desses estudos, ficou evidente que a CI é um campo discursivo entretecido de redes de saberes que perpassam por diversas instâncias, que não são apenas científicas, que é pertencente às Ciências Sociais e influenciado por muitas outras áreas do conhecimento. Em seu processo de institucionalização e legitimação como campo disciplinar, contou com aportes institucionais advindos do governo, bem como de pesquisas e pesquisadores inseridos neste contexto de saber e poder. Dessa forma, considerou-se que as análises foucaultianas dos artigos e citações, a partir do material bibliométrico, desvelaram importantes redes de relações entre textos, seus princípios polifônicos e intertextuais, além dos contextos em que os discursos foram produzidos e o poder de fala conferido a atores sociais desses textos."
A NOÇÃO DE ASSUNTO E O MODELO CONCEITUAL FUNCTIONAL REQUIREMENTS FOR SUBJECT AUTHORITY DATA (FRSAD),"A NOÇÃO DE ASSUNTO EM BIBLIOTECONOMIA E CIÊNCIA DA INFORMAÇÃO É O TEMA PROPOSTO POR ESTA PESQUISA, QUE É DELIMITADA POR CORPUS QUE SE CARACTERIZA POR UMA FORMA GEOGRÁFICA EM VERTENTES ESPECÍFICAS, QUE MARCARAM A LITERATURA DA ÁREA, A PARTIR DE DUAS PRINCIPAIS INFLUÊNCIAS: ANGLO-SAXÃ E EUROPEIA. O CARÁTER PROCESSUAL E DE SIGNIFICAÇÃO DA INFORMAÇÃO ESTABELECE CONEXÃO COM OS ATRIBUTOS DOS DOCUMENTOS, QUE SÃO TRABALHADOS POR INTEIRO OU EM SUAS PARTES, E ISSO INCLUI O ENTENDIMENTO DE CONSTRUÇÃO DE SENTIDO, EM DETRIMENTO DA SIMPLES REPRODUÇÃO PELA APLICAÇÃO DE NORMAS. SENDO ASSIM, ENFATIZA-SE A NECESSIDADE DE ENTENDIMENTO SOBRE A NOÇÃO DE ASSUNTO E, CONTEMPORANEAMENTE, A PRESENÇA DO MODELO CONCEITUAL DENOMINADO FUNCTIONAL REQUIREMENTS FOR SUBJECT AUTHORITY DATA (FRSAD), CRIADO PELA INTERNATIONAL FEDERATION OF LIBRARY ASSOCIATIONS AND INSTITUTIONS (IFLA), REFORÇOU A NECESSIDADE DE COMPREENSÃO SOBRE A NOÇÃO EM FOCO. NÃO HÁ UMA ÚNICA ABORDAGEM SOBRE O QUE SEJA ASSUNTO, POIS SUA COMPREENSÃO VARIA DE ACORDO COM A INFLUÊNCIA TEÓRICA CONSIDERADA, MAS TENDO EM VISTA A IMPORTÂNCIA DA SUA MANIPULAÇÃO, QUE RESULTA NA REPRESENTAÇÃO TEMÁTICA, O PROBLEMA DE PESQUISA CENTROU EM INVESTIGAR SE O ACÚMULO TEÓRICO SOBRE A NOÇÃO DE ASSUNTO NO PROCESSO DE REPRESENTAÇÃO TEMÁTICA E SEUS MÉTODOS DE REALIZAÇÃO, DESENVOLVIDO EM DIFERENTES VERTENTES DA ÁREA DE BIBLIOTECONOMIA E CIÊNCIA DA INFORMAÇÃO, REFLETE-SE NO MODELO CONCEITUAL FRSAD. OU SEJA: É POSSÍVEL EVIDENCIAR RELAÇÃO ENTRE A NOÇÃO DE ASSUNTO NO MODELO FRSAD E O DESENVOLVIMENTO TEÓRICO SOBRE ESSA NOÇÃO NA ÁREA? O OBJETIVO GERAL CONSISTIU EM INVESTIGAR E ANALISAR CRITICAMENTE A BASE TEÓRICA E CONCEITUAL QUE ENVOLVE A FUNDAMENTAÇÃO DA NOÇÃO DE ASSUNTO NO MODELO FRSAD, NO ÂMBITO DO REFERENCIAL DA ÁREA. PARA TANTO, O PERCURSO METODOLÓGICO DA PESQUISA, DE ABORDAGEM QUALITATIVA, SUBSIDIOU A INVESTIGAÇÃO DE ELEMENTOS TEÓRICOS, RECORRENDO-SE PRIMEIRAMENTE À PESQUISA BIBLIOGRÁFICA DO OBJETO TEÓRICO  A NOÇÃO DE ASSUNTO. EM SEGUIDA, SE DEU ÊNFASE À ANÁLISE E À INTERPRETAÇÃO DO OBJETO EMPÍRICO  O MODELO FRSAD  COM BASE, ESSENCIALMENTE, NA ANÁLISE DE CONTEÚDO DE LAURENCE BARDIN. A ANÁLISE, A PARTIR DE CATEGORIAS, FOI MOLDADA EM DUAS ETAPAS INTERLIGADAS. A PRIMEIRA BASEOU-SE INTEIRAMENTE EM CONVERGIR PERSPECTIVAS PARA A CONCEITUAÇÃO DA NOÇÃO DE ASSUNTO A PARTIR DA LITERATURA TRABALHADA EM TRÊS PRINCIPAIS MOMENTOS (ANGLO-SAXÃO, DESDOBRAMENTO ANGLO-SAXÃO E EUROPEU) E, A SEGUNDA, EM ANALISAR SE AS CATEGORIAS DA PRIMEIRA ETAPA IMPRIMEM PERSPECTIVAS EM FACE DA ARTICULAÇÃO DO ASSUNTO NO MODELO FRSAD. A EXPLORAÇÃO COM FOCO NOS MOMENTOS TEÓRICOS LEVOU A PERCEBER QUE O MODELO FRSAD DESCONHECE AS DIFERENTES VERTENTES DA BIBLIOTECONOMIA E CIÊNCIA DA INFORMAÇÃO. ELE REFLETE, EM ALGUMA MEDIDA, ASPECTOS DA VERTENTE ANGLO-SAXÃ. O ASSUNTO, ENQUANTO ATRIBUTO, É UMA UNIDADE LINGUÍSTICA PASSÍVEL DE OPERAÇÃO, DEMANDANDO, PORTANTO, PROCESSOS DE DESESTRUTURAÇÃO E DE ESTRUTURAÇÃO, NA FORMA DE UMA MENSAGEM DOCUMENTÁRIA."
A formação do pesquisador juvenil: um estudo sob o enfoque da competência informacional.,"Este estudo, de natureza qualitativa, tem como objetivo analisar as implicações do uso das fontes de informação no processo de formação do pesquisador juvenil, através da prática da pesquisa escolar. São seus objetivos específicos: identificar a influência do projeto político-pedagógico da escola na formação deste pesquisador, sistematizar as metodologias de desenvolvimento da pesquisa escolar empreendidas por ele, identificar as trocas efetuadas com os colegas(pares) na prática da pesquisa, identificar a intervenção dos professores e da biblioteca na realização da pesquisa escolar; bem como a influência da família na formação do pesquisador juvenil. Para cumprir esses propósitos, foram selecionadas duas escolas em Belo Horizonte, pertencentes à rede pública estadual e à rede privada de ensino. Foram entrevistados, em cada escola, alunos, professores, o bibliotecário e o coordenador pedagógico. A coleta de dados se deu através de entrevista semi-estruturada. Este estudo, cunhado no âmbito da Ciência da Informação, busca compreender o fenômeno à luz da teoria da competência informacional. Para desenvolver o problema, utiliza também, como aporte teórico, o conceito de letramento e aprendizagem baseada no questionamento. O estudo aponta que o preparo de um pesquisador deve acontecer durante toda a sua vida escolar, através do desenvolvimento de habilidades específicas. Nesse espaço, a família, o professor, os colegas e o projeto político-pedagógico da escola são elementos importantes para a formação do pesquisador juvenil. Também se revestem de fundamental importância a ação do bibliotecário e o uso adequado das fontes de informação. Esses elementos, se melhor dimensionados, podem influenciar diretamente na formação de um bom pesquisador."
A cultura informacional e a formação do jovem pesquisador brasileiro,"O estudo contempla a análise do processo de formação de pesquisadores no ensino médio por meio da prática da pesquisa científica, cujos principais objetivos foram: a identificação do desenvolvimento da cultura informacional no percurso das práticas de pesquisa e das possibilidades cognitivas, afetivas e de atitudes no exercício da iniciação científica, buscando verificar a sustentabilidade do Modelo ISP no universo acadêmico; a identificação, sistematização e análise do processo de formação da discursividade científica entre os estudantes; a análise das repercussões de busca e uso da informação no processo de construção de conhecimento entre os estudantes. A literatura adotada no referencial teórico buscou cotejar os avanços em torno da temática da information literacy em âmbito nacional e internacional, privilegiando o ambiente educacional e o papel educativo da biblioteca escolar. Ressaltam?se as experiências brasileiras, como o Grupo de Estudos em Biblioteca Escolar, o Projeto Mobilizador Biblioteca Escolar, as iniciativas das Fundações de Amparo à Pesquisa e os parâmetros estabelecidos pelo Sistema Nacional de Avaliação da Educação Básica, o Exame Nacional do Ensino Médio e os Parâmetros Curriculares Nacionais. A amostra é constituída por 14 estudantes vencedores do Prêmio Jovem Cientista, promovido pelo Conselho Nacional de Desenvolvimento Científico e Tecnológico, na categoria ensino médio. Foram abordados estudantes dos estados da Bahia, Ceará, Goiás, Minas Gerais, Paraná, Piauí, Rio de Janeiro, Rio Grande do Norte, Santa Catarina e São Paulo. Os instrumentos de coleta de dados utilizados foram as entrevistas semiestruturadas, mediadas por computador e a observação participante na comunidade do prêmio na rede social Orkut. Utilizou?se como técnica de tratamento dos dados o método da análise de conteúdo e da análise semântica do discurso das pesquisas premiadas. Os resultados sugerem a formação para a discursividade científica dos estudantes de ensino médio, pautada pela assimilação e formação de uma conduta ética no processo de busca e uso de informação. Diante da diversidade cultural e educacional da realidade estudada, foi possível identificar a consolidação e a articulação de diferentes estratégias de produção do conhecimento entre jovens pesquisadores, com ênfase no desenvolvimento de habilidades críticas requeridas na prática da pesquisa científica. Essas estratégias foram representadas na rede semântica identificada nos textos premiados, nas marcas de discursividade científica presentes no repertório sistematizado e na identificação das ações, estratégias e pensamentos que conduzem a atividade de pesquisa dos jovens cientistas. O estudo sugere, em termos conclusivos, que a biblioteca escolar pode ser um organismo ativo no desenvolvimento da cultura informacional nas escolas brasileiras e que a educação básica é a fase privilegiada para o desenvolvimento das habilidades informacionais na prática da pesquisa. Constatou?se que o apoio e engajamento da escola e a ação articulada do orientador são elementos fundamentais no delineamento do perfil do jovem cientista. Concluiu?se ainda que o Prêmio Jovem Cientista é uma referência importante na vida dos jovens pesquisadores em virtude do reconhecimento social alcançado, da oportunidade de desenvolvimento da carreira e do aprendizado científico."
Informação e inclusão: um estudo da aplicação de acessibilidade em portais legislativos estaduais,"Este trabalho tem como propósito mostrar um panorama longitudinal da acessibilidade dos 27 sites legislativos estaduais, a partir da avaliação de cada um deles, no intervalo de um ano, utilizando-se uma ferramenta online chamada DaSilva. Essa ferramenta avalia o nível de acessibilidade das páginas pesquisadas, dentro de um conjunto de regras preconizadas pelo Modelo de Acessibilidade do Governo Eletrônico (e-MAG). No caso da Assembleia Legislativa de Minas Gerais, fez-se um estudo de caso mais aprofundado, no qual foram comparados os resultados obtidos, tanto pela avaliação automática como pela avaliação empírica, envolvendo usuários com deficiência visual. Essa avaliação foi realizada em dois momentos, também, com um intervalo de um ano, período este em que o site sofreu uma reformulação total. A avaliação empírica envolveu três usuários, que se distinguiam em grau de deficiência visual e de proficiência em informática. Além do panorama geral, realizou-se uma entrevista estruturada com os gestores responsáveis pelos sites das assembleias. Nessa entrevista, foram feitas questões correlatas à tecnologia, gestão de conteúdo e políticas de acessibilidade. Todos os dados coletados foram organizados em quadros, tabelas e gráficos. Conceitos como Acessibilidade, Design Universal e Usabilidade foram abordados e comparados entre si, a fim de elucidar as fronteiras e as interseções que existem nessas três disciplinas. Além disso, a acessibilidade na Web, especialmente na vertente governamental, foi colocada como um campo primordial para a Ciência da Informação se debruçar e propor novas teorias e soluções."
Aspectos metacognitivos na leitura do indexador.,"Considerando a leitura do indexador como elemento primeiro do processo de indexação, objetivou-se a identificação de estratégias metacognitivas utilizadas por esse profissional durante a leitura para fins de indexação. Buscou-se identificar semelhanças e divergências no uso de estratégias metacognitivas entre os indexadores e leitores proficientes do Grupo de Controle, levando em consideração estratégias de incompreensão monitorada, construção de hipótese, relação de informações entre sentenças e parágrafos, pergunta-resposta, elaboração mental de resumo, juízo de valor, repetição e evocação. Utilizou-se o protocolo verbal, método que possibilita a obtenção de relatos individuais da própria cognição durante a execução de uma tarefa, ou à medida que esteja sendo relembrada, oferecendo informações qualitativas. A leitura de dois textos foi aplicada a sete indexadores e sete sujeitos do grupo de controle, buscando-se identificar a existência de estratégias de leitura peculiares ao profissional da indexação. Os resultados demonstraram que os indexadores lêem de modo semelhante aos sujeitos do Grupo de Controle, divergindo apenas na freqüência com que elaboram mentalmente resumo do texto no momento da leitura e na estratégia de juízo de valor. Também foi testada uma questão metodológica relacionada ao texto, em sua condição marcada e não marcada. O resultado demonstra a necessidade de reestruturação na formação do bibliotecário, em busca de métodos em que a metacognição seja usada como estratégia de leitura."
PRÁTICAS DE LEITURA E A CIRCULAÇÃO DA INFORMAÇÃO EM PERIÓDICOS DE MINAS GERAIS DO SÉCULO XIX,"O SÉCULO XX NO BRASIL, ESPECIFICAMENTE DURANTE O PERÍODO DENOMINADO IMPÉRIO, SE CONFIGURA COMO UM MOMENTO DE CONSIDERÁVEIS TRANSFORMAÇÕES NO CAMPO DA POLÍTICA, DA ECONOMIA E TAMBÉM DA CULTURA.A PRÁTICA DE LEITURA APRESENTOU SIGNIFICATIVOS AVANÇOS A PARTIR, PRINCIPALMENTE, DO FIM DA CENSURA À IMPRESSÃO E AOS MEIOS DE COMUNICAÇÃO. CONSIDERANDO TAIS FATOS O OBJETIVO DO PRESENTE TRABALHO É RECONSTRUIR AS PRÁTICAS DE LEITURA REALIZADAS EM MINAS GERAIS, NO SÉCULO XIX, ATRAVÉS DE RELATOS COMO ARTIGOS E CARTAS DE LEITORES, PUBLICADOS EM PERIÓDICOS MINEIROS. COMPREENDER A LEITURA A PARTIR DE TAIS FONTES É TAMBÉM COMPREENDER COMO AS IDEIAS CIRCULAVAM NA PROVÍNCIA MINEIRA E COMO A PALAVRA IMPRESSA FOI RESPONSÁVEL POR TRANSFORMAR, DE MODO SIGNIFICATIVO, O PENSAMENTO E O COMPORTAMENTO DESSA PARCELA DA SOCIEDADE. POR MEIO DA PESQUISA DOCUMENTAL IDENTIFICOU-SE A FORMAÇÃO DAS PRIMEIRAS BIBLIOTECAS DA PROVÍNCIA, ASSIM COMO TAMBÉM AS MUDANÇAS NA FORMA DE LER E DE SE POSICIONAR PERANTE O ESCRITO. E, ATRAVÉS DOS DEBATES TRAVADOS NOS VEÍCULOS DE COMUNICAÇÃO TAMBÉM FOI POSSÍVEL APONTAR OS DISCURSOS, DE PARTE DA SOCIEDADE, SOBRE A LEITURA E SOBRE A IMPORTÂNCIA DO DESENVOLVIMENTO DE UMA CULTURA LETRADA NA PROVÍNCIA."
"Atuação profissional e participação no desenvolvimento do campo científico em Ciência da Informação: estudo dos egressos do Programa de Pós-Graduação em Ciência da Informação da UFMG, 1992-2005","A pesquisa investiga a atuação profissional e a contribuição para o campo científico da ciência da informação por parte dos egressos do Programa de Pós-graduação em Ciência da Informação da UFMG (PPGCI/UFMG), que defenderam suas teses/dissertações no período de 1992-2005. Foram utilizadas as modalidades quantitativa e qualitativa, na perspectiva de melhor aproximação ao objeto. Foi enviado questionário a toda a população da pesquisa, constituída por 183 sujeitos, entre mestres e doutores, que defenderam suas teses/dissertações no referido período. A taxa de resposta do questionário foi de 24,6%, o que corresponde a 45 (quarenta e cinco) questionários. Foram realizadas entrevistas com 4 (quatro) professores que coordenaram o Programa no referido período, de forma a obter a perspectiva de análise da ótica institucional em relação aos egressos. Realizou-se ainda estudo documental, a fim de levantar a participação dos sujeitos na publicação de artigos nas principais revistas da área de ciência da informação do país. Efetivou-se também o levantamento nos anais dos ENANCIB’s (I ao VI) e ainda na Plataforma Lattes, no intuito de verificar qual a porcentagem dos egressos que tinham seus currículos naquela base do CNPq. Em relação aos cursos de graduação dos egressos constantes na amostra (45 questionários), percebeu-se grande variedade, entretanto os que demonstraram maior percentual foram os de: biblioteconomia, 22,2%; engenharia, 15,5%; psicologia, 8,9%; ciência da computação, 6,7% e história, 6,7%. Se analisado a graduação dos egressos constantes do universo como um todo (183 sujeitos), os cursos que mais se destacaram foram: biblioteconomia, 19,7%; engenharia, 11,5%; administração, 10,4%; ciência da computação, 10,4% e comunicação social, 9,8%. Em relação à inserção dos egressos na área de ciência da informação antes do ingresso no PPGCI/UFMG, 73,3% dos mesmos disseram já ter algum contato com a área. Os resultados da pesquisa demonstraram que, do ponto de análise da atuação profissional, houve uma maior concentração dos sujeitos após a titulação no cargo/função de professor no nível superior; enquanto que da análise da contribuição dos mesmos para o desenvolvimento do campo científico da ciência da informação, os percentuais mostraram uma participação com índices muito baixos. O levantamento documental realizado confirmou a pouca participação dos egressos para o avanço da área. Entretanto, se os percentuais, no que se referem ao avanço do campo científico, não se mostraram condizentes com o esperado pela ótica institucional, os mesmos vêm relativamente aumentando a cada ano."
